District,Ward,"Geos(String format: Long,Lat)",Google map link,Open for FD Zones?,
Thủ Đức,Linh Chiểu,"[106.760925292969,10.8608932495118 106.763931274414,10.8572463989259 106.768707275391,10.8544368743896 106.771636962891,10.8539628982543 106.772964477539,10.8544101715088 106.774398803711,10.851655960083 106.773422241211,10.8495683670045 106.768203735352,10.8497323989868 106.762893676758,10.8508701324463 106.758674621582,10.8506622314453 106.755180358887,10.8512210845947 106.75464630127,10.8532552719116 106.755485534668,10.8551721572877 106.760925292969,10.8608932495118]",,Not open,
Thủ Đức,Linh Đông,"[106.753059387207,10.8486661911011 106.753143310547,10.8464813232422 106.752090454102,10.8463811874389 106.749786376953,10.8439912796021 106.749420166016,10.8421707153321 106.748306274414,10.8421783447267 106.748710632324,10.8398208618165 106.747093200684,10.8393049240112 106.746742248535,10.8372106552125 106.748352050781,10.8372001647949 106.749366760254,10.8362283706666 106.747398376465,10.8335380554199 106.739852905274,10.8355255126954 106.738540649414,10.8415498733522 106.739265441895,10.8451824188234 106.741027832031,10.846736907959 106.74055480957,10.8493452072143 106.742332458496,10.8544759750367 106.74227142334,10.8581676483155 106.743476867676,10.8599300384521 106.746421813965,10.8601713180543 106.748565673828,10.8589553833009 106.750946044922,10.8594150543214 106.751647949219,10.8589677810669 106.751441955566,10.8546209335327 106.749847412109,10.8515148162841 106.751113891602,10.8507461547853 106.75089263916,10.8490638732911 106.751907348633,10.8496017456056 106.753059387207,10.8486661911011]",,Not open,
Thủ Đức,Linh Tây,"[106.755180358887,10.8512210845947 106.753059387207,10.8486661911011 106.751907348633,10.8496017456056 106.75089263916,10.8490638732911 106.751113891602,10.8507461547853 106.749847412109,10.8515148162841 106.751441955566,10.8546209335327 106.751647949219,10.8589677810669 106.751762390137,10.8633699417114 106.754638671875,10.8663101196289 106.762214660645,10.8672628402711 106.760894775391,10.8634233474732 106.760925292969,10.8608932495118 106.755485534668,10.8551721572877 106.75464630127,10.8532552719116 106.755180358887,10.8512210845947]",,Not open,
Thủ Đức,Linh Trung,"[106.760925292969,10.8608932495118 106.760894775391,10.8634233474732 106.762214660645,10.8672628402711 106.763282775879,10.869933128357 106.760391235352,10.8723878860474 106.76180267334,10.8743953704833 106.779945373535,10.86838722229 106.787757873535,10.8672103881835 106.788032531738,10.8703727722168 106.788925170898,10.8719520568848 106.792167663574,10.8719749450684 106.794929504395,10.8735380172731 106.797508239746,10.8732223510743 106.798614501953,10.8720149993897 106.801284790039,10.8735961914063 106.804412841797,10.8737039566039 106.805244445801,10.8750457763672 106.808570861816,10.8730268478394 106.807670593262,10.8718090057374 106.803077697754,10.8670845031739 106.786529541016,10.8572282791138 106.774002075195,10.8491802215577 106.773422241211,10.8495683670045 106.774398803711,10.851655960083 106.772964477539,10.8544101715088 106.771636962891,10.8539628982543 106.768707275391,10.8544368743896 106.763931274414,10.8572463989259 106.760925292969,10.8608932495118]",,Not open,
Thủ Đức,Linh Xuân,"[106.779945373535,10.86838722229 106.76180267334,10.8743953704833 106.761337280273,10.8745536804199 106.761924743652,10.875560760498 106.761413574219,10.8785104751587 106.761962890625,10.8787107467651 106.760528564453,10.8812541961671 106.764556884766,10.8848543167115 106.766250610352,10.8891553878785 106.766891479492,10.8915386199952 106.767692565918,10.8916244506835 106.767272949219,10.8924970626831 106.768432617188,10.8923358917237 106.768432617188,10.8936042785646 106.769676208496,10.8938446044922 106.775543212891,10.887215614319 106.77661895752,10.885087966919 106.780532836914,10.8814992904663 106.782089233398,10.8764019012452 106.781913757324,10.8739652633667 106.779945373535,10.86838722229]",,Not open,
Thủ Đức,Tam Bình,"[106.747901916504,10.868369102478 106.745307922363,10.8684120178224 106.744323730469,10.8675060272218 106.741073608398,10.8670797348023 106.740394592285,10.8651161193848 106.737480163574,10.8640003204345 106.737007141113,10.8624610900879 106.733505249023,10.861557006836 106.729782104492,10.8583650588989 106.729469299316,10.8608007431031 106.726905822754,10.8615007400513 106.726783752441,10.8633680343628 106.729804992676,10.8660497665405 106.726791381836,10.8661489486695 106.726959228516,10.8693227767944 106.725715637207,10.8697404861451 106.724632263184,10.8714685440063 106.726768493652,10.8730640411378 106.728378295899,10.8727655410766 106.729202270508,10.8737812042236 106.729965209961,10.8734607696534 106.731864929199,10.8750143051147 106.733818054199,10.870288848877 106.746444702148,10.8738775253296 106.747047424316,10.8720703125001 106.746002197266,10.871729850769 106.747932434082,10.8692979812622 106.747901916504,10.868369102478]",,Not open,
Thủ Đức,Tam Phú,"[106.729782104492,10.8583650588989 106.733505249023,10.861557006836 106.737007141113,10.8624610900879 106.737480163574,10.8640003204345 106.740394592285,10.8651161193848 106.741073608398,10.8670797348023 106.744323730469,10.8675060272218 106.745307922363,10.8684120178224 106.747901916504,10.868369102478 106.748710632324,10.8656349182129 106.750526428223,10.8640260696412 106.75122833252,10.8644351959229 106.751762390137,10.8633699417114 106.751647949219,10.8589677810669 106.750946044922,10.8594150543214 106.748565673828,10.8589553833009 106.746421813965,10.8601713180543 106.743476867676,10.8599300384521 106.74227142334,10.8581676483155 106.742332458496,10.8544759750367 106.74055480957,10.8493452072143 106.741027832031,10.846736907959 106.739265441895,10.8451824188234 106.737846374512,10.8470964431762 106.734268188477,10.8493900299072 106.726715087891,10.8508443832397 106.729782104492,10.8583650588989]",,Not open,
Thủ Đức,Trường Thọ,"[106.756980895996,10.8131227493287 106.750984191895,10.8128776550294 106.75122833252,10.8281831741334 106.749160766602,10.8324203491212 106.747398376465,10.8335380554199 106.749366760254,10.8362283706666 106.748352050781,10.8372001647949 106.746742248535,10.8372106552125 106.747093200684,10.8393049240112 106.748710632324,10.8398208618165 106.748306274414,10.8421783447267 106.749420166016,10.8421707153321 106.749786376953,10.8439912796021 106.752090454102,10.8463811874389 106.753143310547,10.8464813232422 106.753059387207,10.8486661911011 106.755180358887,10.8512210845947 106.758674621582,10.8506622314453 106.758926391602,10.8490905761718 106.763427734375,10.8421888351441 106.765769958496,10.8405151367188 106.767326354981,10.8379726409912 106.765922546387,10.8354625701905 106.759124755859,10.8231220245362 106.756980895996,10.8131227493287]",,Not open,
Bình Tân,An Lạc,"[106.600898742676,10.7223148345947 106.601860046387,10.728277206421 106.603454589844,10.7272090911865 106.604698181152,10.7279205322267 106.612289428711,10.7362928390503 106.613471984863,10.7354135513307 106.615623474121,10.7388439178467 106.623062133789,10.7450609207153 106.622512817383,10.7433528900148 106.621124267578,10.734058380127 106.619064331055,10.7162456512452 106.615562438965,10.7149991989136 106.616035461426,10.7142553329468 106.603790283203,10.710849761963 106.60311126709,10.7115621566772 106.603569030762,10.7132625579834 106.602806091309,10.7149620056152 106.603942871094,10.7173366546631 106.60009765625,10.7179384231569 106.600898742676,10.7223148345947]","https://www.google.com/maps/place/B%C3%ACnh+T%C3%A2n,+Ho+Chi+Minh+City,+Vietnam/@10.7693181,106.5566366,13z/data=!3m1!4b1!4m5!3m4!1s0x31752c5cf23fea9b:0xf90336df39f53731!8m2!3d10.7652581!4d106.6038535",Not open,0
Bình Tân,An Lạc A,"[106.612289428711,10.7362928390503 106.613182067871,10.7376441955566 106.61247253418,10.7381830215455 106.612884521484,10.7393951416017 106.613639831543,10.7392129898072 106.61400604248,10.7410888671876 106.615203857422,10.7432289123536 106.615921020508,10.7432918548585 106.61595916748,10.7472524642944 106.619850158692,10.7470417022706 106.620330810547,10.7478790283204 106.620658874512,10.7506074905396 106.619331359863,10.7506895065309 106.619476318359,10.7515840530396 106.618911743164,10.7516078948975 106.61979675293,10.7559814453126 106.619255065918,10.7573022842408 106.624504089355,10.7559738159181 106.623794555664,10.7456674575806 106.623062133789,10.7450609207153 106.615623474121,10.7388439178467 106.613471984863,10.7354135513307 106.612289428711,10.7362928390503]",,Not open,
Bình Tân,Bình Hưng Hoà,"[106.595558166504,10.7898998260497 106.603324890137,10.8263015747071 106.607429504395,10.823338508606 106.614395141602,10.821216583252 106.616172790527,10.8194103240967 106.610900878906,10.8162136077882 106.60774230957,10.8130197525026 106.60676574707,10.8061141967775 106.608428955078,10.8058586120607 106.61368560791,10.7967290878296 106.598518371582,10.7876110076904 106.595558166504,10.7898998260497]",,Not open,
Bình Tân,Bình Hưng Hoà A,"[106.60905456543,10.7762603759766 106.600891113281,10.7763948440552 106.593147277832,10.7784843444824 106.595558166504,10.7898998260497 106.598518371582,10.7876110076904 106.61368560791,10.7967290878296 106.617408752442,10.7880859375 106.618789672852,10.7845277786256 106.621238708496,10.7772817611695 106.621574401856,10.7737865447999 106.613174438477,10.7760791778564 106.60905456543,10.7762603759766]",,Not open,
Bình Tân,Bình Hưng Hoà B,"[106.593147277832,10.7784843444824 106.592346191406,10.7747364044189 106.589111328125,10.7764005661011 106.588165283203,10.7779588699341 106.588836669922,10.7791471481323 106.588088989258,10.7817173004151 106.589027404785,10.7873506546022 106.586685180664,10.7881669998168 106.586875915527,10.789258003235 106.585639953613,10.7894659042359 106.58561706543,10.7906141281128 106.584465026855,10.790753364563 106.584739685059,10.7947216033936 106.585426330566,10.7945833206177 106.585487365723,10.7957277297974 106.584480285645,10.795802116394 106.584739685059,10.7972316741944 106.582893371582,10.7973222732543 106.583518981934,10.8063678741456 106.584564208984,10.806757926941 106.586029052734,10.8131189346313 106.584930419922,10.8140106201172 106.583763122559,10.8137969970703 106.583374023438,10.8153133392334 106.581954956055,10.8156566619872 106.590293884277,10.8233041763307 106.59375,10.8278484344484 106.600456237793,10.8260736465454 106.603324890137,10.8263015747071 106.595558166504,10.7898998260497 106.593147277832,10.7784843444824]",,Not open,
Bình Tân,Bình Trị Đông,"[106.619255065918,10.7573022842408 106.612564086914,10.7582540512086 106.609184265137,10.7579059600831 106.610046386719,10.7619438171387 106.60905456543,10.7762603759766 106.613174438477,10.7760791778564 106.621574401856,10.7737865447999 106.623016357422,10.7674169540405 106.624069213867,10.7624311447144 106.624908447266,10.7589511871338 106.625267028809,10.7575016021729 106.624504089355,10.7559738159181 106.619255065918,10.7573022842408]",,Not open,
Bình Tân,Bình Trị Đông A,"[106.609184265137,10.7579059600831 106.607032775879,10.7580909729004 106.605888366699,10.7571296691895 106.605697631836,10.7582778930665 106.603126525879,10.758825302124 106.603324890137,10.7618761062622 106.598777770996,10.7628622055054 106.596267700195,10.7618026733399 106.596298217773,10.7623291015625 106.590644836426,10.7651653289795 106.583595275879,10.7679224014282 106.5830078125,10.7701902389526 106.582321166992,10.7704954147339 106.581161499024,10.7692966461182 106.576889038086,10.7712087631227 106.581153869629,10.7751569747924 106.585227966309,10.7749919891359 106.588165283203,10.7779588699341 106.589111328125,10.7764005661011 106.592346191406,10.7747364044189 106.593147277832,10.7784843444824 106.600891113281,10.7763948440552 106.60905456543,10.7762603759766 106.610046386719,10.7619438171387 106.609184265137,10.7579059600831]",,Not open,
Bình Tân,Bình Trị Đông B,"[106.612289428711,10.7362928390503 106.604698181152,10.7279205322267 106.603454589844,10.7272090911865 106.601860046387,10.728277206421 106.602584838867,10.7353553771973 106.597663879395,10.7434425354004 106.604202270508,10.7453374862671 106.604156494141,10.7512512207031 106.605621337891,10.752034187317 106.60563659668,10.7556285858154 106.604995727539,10.7558097839356 106.605888366699,10.7571296691895 106.607032775879,10.7580909729004 106.609184265137,10.7579059600831 106.612564086914,10.7582540512086 106.619255065918,10.7573022842408 106.61979675293,10.7559814453126 106.618911743164,10.7516078948975 106.619476318359,10.7515840530396 106.619331359863,10.7506895065309 106.620658874512,10.7506074905396 106.620330810547,10.7478790283204 106.619850158692,10.7470417022706 106.61595916748,10.7472524642944 106.615921020508,10.7432918548585 106.615203857422,10.7432289123536 106.61400604248,10.7410888671876 106.613639831543,10.7392129898072 106.612884521484,10.7393951416017 106.61247253418,10.7381830215455 106.613182067871,10.7376441955566 106.612289428711,10.7362928390503]",,Not open,
Bình Tân,Tân Tạo,"[106.605888366699,10.7571296691895 106.604995727539,10.7558097839356 106.60563659668,10.7556285858154 106.605621337891,10.752034187317 106.604156494141,10.7512512207031 106.604202270508,10.7453374862671 106.597663879395,10.7434425354004 106.593208312988,10.7506437301636 106.591926574707,10.7563829421997 106.58650970459,10.7568311691284 106.573402404785,10.7603969573975 106.567764282227,10.762927055359 106.568008422852,10.7643327713012 106.567596435547,10.7649393081666 106.569610595703,10.7685947418214 106.573837280273,10.7682504653931 106.575820922852,10.7692441940307 106.576889038086,10.7712087631227 106.581161499024,10.7692966461182 106.582321166992,10.7704954147339 106.5830078125,10.7701902389526 106.583595275879,10.7679224014282 106.590644836426,10.7651653289795 106.596298217773,10.7623291015625 106.596267700195,10.7618026733399 106.598777770996,10.7628622055054 106.603324890137,10.7618761062622 106.603126525879,10.758825302124 106.605697631836,10.7582778930665 106.605888366699,10.7571296691895]",,Not open,
Bình Tân,Tân Tạo A,"[106.601860046387,10.728277206421 106.600898742676,10.7223148345947 106.59033203125,10.7269277572632 106.58194732666,10.7294368743896 106.581680297852,10.7332563400269 106.577255249023,10.7305536270142 106.574333190918,10.727632522583 106.574073791504,10.7327260971069 106.567726135254,10.7343511581421 106.558837890625,10.7364749908447 106.558303833008,10.7394733428955 106.559341430664,10.7422533035278 106.558898925781,10.7445812225342 106.559425354004,10.7489833831788 106.567993164063,10.7549448013306 106.573402404785,10.7603969573975 106.58650970459,10.7568311691284 106.591926574707,10.7563829421997 106.593208312988,10.7506437301636 106.597663879395,10.7434425354004 106.602584838867,10.7353553771973 106.601860046387,10.728277206421]",,Not open,
1,Bến Nghé,"[106.701141357422,10.7709903717041 106.699066162109,10.7758321762085 106.69499206543,10.7795810699463 106.698089599609,10.7828941345215 106.70637512207,10.7916507720948 106.708778381348,10.7877254486085 106.712409973144,10.7878208160401 106.713882446289,10.7868490219117 106.714393615723,10.7849054336548 106.710395812988,10.7818794250488 106.708404541016,10.775245666504 106.708160400391,10.7705898284913 106.701141357422,10.7709903717041]","https://www.google.com/maps/place/District+1,+Ho+Chi+Minh+City,+Vietnam/@10.7760901,106.6934393,15.13z/data=!4m5!3m4!1s0x31752f38f9ed887b:0x14aded5703768989!8m2!3d10.7756587!4d106.7004238",Ok,10
1,Bến Thành,"[106.701141357422,10.7709903717041 106.698219299316,10.7711486816407 106.697883605957,10.7716722488404 106.689949035645,10.7684469223022 106.687202453613,10.7712621688843 106.689430236816,10.7736253738404 106.69499206543,10.7795810699463 106.699066162109,10.7758321762085 106.701141357422,10.7709903717041]",,Ok,
1,Cô Giang,"[106.697059631348,10.7618761062622 106.694770812988,10.7594709396363 106.692680358887,10.7582912445068 106.691513061523,10.7605066299439 106.689788818359,10.7616176605225 106.692657470703,10.7648839950562 106.6943359375,10.7667961120605 106.697059631348,10.7618761062622]",,Ok,
1,Cầu Kho,"[106.692680358887,10.7582912445068 106.687255859375,10.7535562515258 106.685234069824,10.7564239501953 106.689788818359,10.7616176605225 106.691513061523,10.7605066299439 106.692680358887,10.7582912445068]",,Ok,
1,Cầu Ông Lãnh,"[106.699867248535,10.7644081115723 106.697151184082,10.7620058059694 106.697059631348,10.7618761062622 106.6943359375,10.7667961120605 106.69645690918,10.7692070007325 106.698883056641,10.7647409439087 106.699882507324,10.7653913497926 106.700347900391,10.7647190093995 106.699867248535,10.7644081115723]",,Ok,
1,Đa Kao,"[106.691963195801,10.7878713607788 106.695907592773,10.7918519973755 106.696006774902,10.7935676574708 106.697525024414,10.7936506271362 106.697830200195,10.7936420440674 106.700485229492,10.7933368682862 106.70637512207,10.7916507720948 106.698089599609,10.7828941345215 106.691963195801,10.7878713607788]",,Ok,
1,Nguyễn Cư Trinh,"[106.684005737305,10.7594814300538 106.68335723877,10.7611770629883 106.681671142578,10.7654275894165 106.684295654297,10.7681703567505 106.684516906738,10.7684059143067 106.689544677734,10.7661476135254 106.690826416016,10.7642049789429 106.692657470703,10.7648839950562 106.689788818359,10.7616176605225 106.685234069824,10.7564239501953 106.684005737305,10.7594814300538]",,Ok,
1,Nguyễn Thái Bình,"[106.708251953125,10.7697286605835 106.70369720459,10.7681169509889 106.701210021973,10.7653589248658 106.700347900391,10.7647190093995 106.699882507324,10.7653913497926 106.698883056641,10.7647409439087 106.69645690918,10.7692070007325 106.698219299316,10.7711486816407 106.701141357422,10.7709903717041 106.708160400391,10.7705898284913 106.708251953125,10.7697286605835]",,Ok,
1,Phạm Ngũ Lão,"[106.6943359375,10.7667961120605 106.692657470703,10.7648839950562 106.690826416016,10.7642049789429 106.689544677734,10.7661476135254 106.684516906738,10.7684059143067 106.687202453613,10.7712621688843 106.689949035645,10.7684469223022 106.697883605957,10.7716722488404 106.698219299316,10.7711486816407 106.69645690918,10.7692070007325 106.6943359375,10.7667961120605]",,Ok,
1,Tân Định,"[106.691963195801,10.7878713607788 106.686134338379,10.792519569397 106.68635559082,10.7932376861572 106.685035705566,10.7946834564208 106.685249328613,10.7968645095826 106.686172485352,10.7966966629029 106.687240600586,10.7948770523072 106.691612243652,10.7955265045165 106.694404602051,10.794885635376 106.694839477539,10.7934856414796 106.696006774902,10.7935676574708 106.695907592773,10.7918519973755 106.691963195801,10.7878713607788]",,Ok,
Phú Nhuận,1,"[106.68302154541,10.8017549514771 106.684616088867,10.7999172210694 106.684234619141,10.7971296310425 106.682670593262,10.7952737808229 106.681930541992,10.7958650588989 106.680290222168,10.7992000579835 106.68302154541,10.8017549514771]","https://www.google.com/maps/place/Ph%C3%BA+Nhu%E1%BA%ADn,+Ho+Chi+Minh+City,+Vietnam/@10.7914555,106.5922991,13z/data=!4m5!3m4!1s0x317528de40e13437:0xea826e922f426e21!8m2!3d10.7991944!4d106.6802639",Ok,15
Phú Nhuận,2,"[106.68302154541,10.8017549514771 106.684539794922,10.8032512664794 106.686347961426,10.7991704940796 106.692039489746,10.7972898483276 106.691612243652,10.7955265045165 106.687240600586,10.7948770523072 106.686172485352,10.7966966629029 106.685249328613,10.7968645095826 106.685035705566,10.7946834564208 106.68635559082,10.7932376861572 106.686134338379,10.792519569397 106.682670593262,10.7952737808229 106.684234619141,10.7971296310425 106.684616088867,10.7999172210694 106.68302154541,10.8017549514771]",,Ok,
Phú Nhuận,3,"[106.680290222168,10.7992000579835 106.678993225098,10.8033294677734 106.683502197266,10.8044147491456 106.684539794922,10.8032512664794 106.68302154541,10.8017549514771 106.680290222168,10.7992000579835]",,Ok,
Phú Nhuận,4,"[106.678993225098,10.8033294677734 106.678558349609,10.8112850189209 106.678611755371,10.8120794296265 106.680610656738,10.8119516372681 106.680793762207,10.811019897461 106.681922912598,10.8104028701782 106.680122375488,10.8070545196534 106.683502197266,10.8044147491456 106.678993225098,10.8033294677734]",,Ok,
Phú Nhuận,5,"[106.687927246094,10.8037214279176 106.685607910156,10.8039808273315 106.684539794922,10.8032512664794 106.683502197266,10.8044147491456 106.680122375488,10.8070545196534 106.681922912598,10.8104028701782 106.682151794434,10.8108186721803 106.683990478516,10.8099689483643 106.68391418457,10.8070011138916 106.687080383301,10.8052444458008 106.687049865723,10.8062171936036 106.688499450684,10.8056268692016 106.687927246094,10.8037214279176]",,Ok,
Phú Nhuận,7,"[106.692039489746,10.7972898483276 106.686347961426,10.7991704940796 106.684539794922,10.8032512664794 106.685607910156,10.8039808273315 106.687927246094,10.8037214279176 106.690925598145,10.8033437728882 106.690780639648,10.8023691177368 106.692161560059,10.8022947311401 106.692420959473,10.800934791565 106.691787719727,10.8000621795654 106.692039489746,10.7972898483276]",,Ok,
Phú Nhuận,8,"[106.674453735352,10.7962455749512 106.669906616211,10.7989225387574 106.667793273926,10.8001823425293 106.67756652832,10.7993526458741 106.677879333496,10.7942237854005 106.677093505859,10.7946863174439 106.674453735352,10.7962455749512]",,Ok,
Phú Nhuận,9,"[106.667793273926,10.8001823425293 106.667152404785,10.8002443313599 106.668251037598,10.802960395813 106.669044494629,10.8033266067505 106.669425964356,10.8066549301148 106.669998168945,10.8077182769777 106.671035766602,10.8078775405885 106.670738220215,10.809853553772 106.671653747559,10.8093919754028 106.672409057617,10.810667037964 106.672065734863,10.8125867843628 106.672798156738,10.8141279220581 106.678558349609,10.8112850189209 106.678993225098,10.8033294677734 106.680290222168,10.7992000579835 106.67756652832,10.7993526458741 106.667793273926,10.8001823425293]",,Ok,
Phú Nhuận,10,"[106.674453735352,10.7962455749512 106.67204284668,10.7914962768555 106.671577453613,10.7918481826783 106.668464660645,10.7941551208497 106.668487548828,10.7982215881349 106.669906616211,10.7989225387574 106.674453735352,10.7962455749512]",,Ok,
Phú Nhuận,11,"[106.676292419434,10.7905330657959 106.673896789551,10.7901201248169 106.67204284668,10.7914962768555 106.674453735352,10.7962455749512 106.677093505859,10.7946863174439 106.676292419434,10.7905330657959]",,Ok,
Phú Nhuận,12,"[106.68196105957,10.7915802001954 106.681655883789,10.7912759780885 106.676292419434,10.7905330657959 106.677093505859,10.7946863174439 106.677879333496,10.7942237854005 106.680053710938,10.7929439544679 106.68196105957,10.7915802001954]",,Ok,
Phú Nhuận,13,"[106.673896789551,10.7901201248169 106.671051025391,10.789291381836 106.670783996582,10.7879009246827 106.668075561523,10.7888956069946 106.670013427734,10.7916679382325 106.671577453613,10.7918481826783 106.67204284668,10.7914962768555 106.673896789551,10.7901201248169]",,Ok,
Phú Nhuận,14,"[106.666870117188,10.7896203994751 106.666000366211,10.7907333374023 106.665924072266,10.7910060882569 106.668464660645,10.7941551208497 106.671577453613,10.7918481826783 106.670013427734,10.7916679382325 106.668075561523,10.7888956069946 106.666870117188,10.7896203994751]",,Ok,
Phú Nhuận,15,"[106.681930541992,10.7958650588989 106.680053710938,10.7929439544679 106.677879333496,10.7942237854005 106.67756652832,10.7993526458741 106.680290222168,10.7992000579835 106.681930541992,10.7958650588989]",,Ok,
Phú Nhuận,17,"[106.686134338379,10.792519569397 106.683586120606,10.7924203872682 106.68196105957,10.7915802001954 106.680053710938,10.7929439544679 106.681930541992,10.7958650588989 106.682670593262,10.7952737808229 106.686134338379,10.792519569397]",,Ok,
3,1,"[106.680076599121,10.7678871154786 106.678665161133,10.7663812637329 106.67440032959,10.7676973342896 106.675811767578,10.7696046829224 106.676734924316,10.7705812454225 106.680076599121,10.7678871154786]","https://www.google.com/maps/place/District+3,+Ho+Chi+Minh+City,+Vietnam/@10.7792479,106.6723479,15z/data=!3m1!4b1!4m5!3m4!1s0x31752ed625169425:0x775d5068165e63b5!8m2!3d10.7843695!4d106.6844089",Ok,14
3,2,"[106.681671142578,10.7654275894165 106.678665161133,10.7663812637329 106.680076599121,10.7678871154786 106.682121276855,10.770043373108 106.684295654297,10.7681703567505 106.681671142578,10.7654275894165]",,Ok,
3,3,"[106.680076599121,10.7678871154786 106.676734924316,10.7705812454225 106.679039001465,10.7727193832399 106.682121276855,10.770043373108 106.680076599121,10.7678871154786]",,Ok,
3,4,"[106.68684387207,10.7750320434571 106.682121276855,10.770043373108 106.679039001465,10.7727193832399 106.68278503418,10.7759037017822 106.681625366211,10.7778415679932 106.685234069824,10.7758865356445 106.68684387207,10.7750320434571]",,Ok,
3,5,"[106.684516906738,10.7684059143067 106.684295654297,10.7681703567505 106.682121276855,10.770043373108 106.68684387207,10.7750320434571 106.689430236816,10.7736253738404 106.687202453613,10.7712621688843 106.684516906738,10.7684059143067]",,Ok,
3,6,"[106.685234069824,10.7758865356445 106.691848754883,10.7824697494508 106.689117431641,10.7849903106691 106.691963195801,10.7878713607788 106.698089599609,10.7828941345215 106.69499206543,10.7795810699463 106.689430236816,10.7736253738404 106.68684387207,10.7750320434571 106.685234069824,10.7758865356445]",,Ok,
3,7,"[106.681625366211,10.7778415679932 106.684509277344,10.7843647003174 106.68132019043,10.7859268188478 106.68359375,10.7875852584839 106.683334350586,10.788465499878 106.681564331055,10.7889442443848 106.681655883789,10.7912759780885 106.68196105957,10.7915802001954 106.689117431641,10.7849903106691 106.691848754883,10.7824697494508 106.685234069824,10.7758865356445 106.681625366211,10.7778415679932]",,Ok,
3,8,"[106.689117431641,10.7849903106691 106.68196105957,10.7915802001954 106.683586120606,10.7924203872682 106.686134338379,10.792519569397 106.691963195801,10.7878713607788 106.689117431641,10.7849903106691]",,Ok,
3,9,"[106.681625366211,10.7778415679932 106.679740905762,10.7802324295045 106.674682617188,10.7830572128295 106.676002502441,10.7854690551758 106.678924560547,10.7842168807983 106.680419921875,10.7845153808594 106.68132019043,10.7859268188478 106.684509277344,10.7843647003174 106.681625366211,10.7778415679932]",,Ok,
3,10,"[106.674682617188,10.7830572128295 106.679740905762,10.7802324295045 106.681625366211,10.7778415679932 106.677131652832,10.7802352905273 106.672149658203,10.7829160690309 106.67195892334,10.7830171585082 106.672370910645,10.7843360900878 106.674682617188,10.7830572128295]",,Ok,
3,11,"[106.676002502441,10.7854690551758 106.674682617188,10.7830572128295 106.672370910645,10.7843360900878 106.67195892334,10.7830171585082 106.66463470459,10.7869205474855 106.664299011231,10.7871026992799 106.665214538574,10.7886734008789 106.664779663086,10.7901086807252 106.666870117188,10.7896203994751 106.668075561523,10.7888956069946 106.670783996582,10.7879009246827 106.675559997559,10.7858095169068 106.676002502441,10.7854690551758]",,Ok,
3,12,"[106.676506042481,10.7886199951171 106.675559997559,10.7858095169068 106.670783996582,10.7879009246827 106.671051025391,10.789291381836 106.673896789551,10.7901201248169 106.676506042481,10.7886199951171]",,Ok,
3,13,"[106.675559997559,10.7858095169068 106.676506042481,10.7886199951171 106.68132019043,10.7859268188478 106.680419921875,10.7845153808594 106.678924560547,10.7842168807983 106.676002502441,10.7854690551758 106.675559997559,10.7858095169068]",,Ok,
3,14,"[106.681655883789,10.7912759780885 106.681564331055,10.7889442443848 106.683334350586,10.788465499878 106.68359375,10.7875852584839 106.68132019043,10.7859268188478 106.676506042481,10.7886199951171 106.673896789551,10.7901201248169 106.676292419434,10.7905330657959 106.681655883789,10.7912759780885]",,Ok,
10,1,"[106.681671142578,10.7654275894165 106.67643737793,10.7622051239015 106.67440032959,10.7676973342896 106.678665161133,10.7663812637329 106.681671142578,10.7654275894165]","https://www.google.com/maps/place/District+10,+Ho+Chi+Minh+City,+Vietnam/@10.7727178,106.6606517,15z/data=!3m1!4b1!4m5!3m4!1s0x31752edc7bd9fd65:0x7500396cc3a60d04!8m2!3d10.7745965!4d106.6679542",Ok,15
10,2,"[106.67643737793,10.7622051239015 106.67504119873,10.7612991333009 106.673149108887,10.7607593536378 106.67227935791,10.7646169662476 106.672416687012,10.7648181915283 106.67440032959,10.7676973342896 106.67643737793,10.7622051239015]",,Ok,
10,3,"[106.668899536133,10.7598552703858 106.67227935791,10.7646169662476 106.673149108887,10.7607593536378 106.668899536133,10.7598552703858]",,Ok,
10,4,"[106.668899536133,10.7598552703858 106.668014526367,10.7637777328492 106.667587280273,10.7656812667847 106.669815063477,10.7661972045899 106.67024230957,10.7643051147462 106.672416687012,10.7648181915283 106.67227935791,10.7646169662476 106.668899536133,10.7598552703858]",,Ok,
10,5,"[106.668899536133,10.7598552703858 106.665588378906,10.7592477798463 106.664726257324,10.7630090713502 106.668014526367,10.7637777328492 106.668899536133,10.7598552703858]",,Ok,
10,6,"[106.665588378906,10.7592477798463 106.662788391113,10.7586908340454 106.661575317383,10.7646808624268 106.664031982422,10.7660179138183 106.664726257324,10.7630090713502 106.665588378906,10.7592477798463]",,Ok,
10,7,"[106.662788391113,10.7586908340454 106.661529541016,10.7584342956543 106.660011291504,10.7638378143311 106.661575317383,10.7646808624268 106.662788391113,10.7586908340454]",,Ok,
10,8,"[106.664726257324,10.7630090713502 106.664031982422,10.7660179138183 106.667114257813,10.7677087783813 106.667587280273,10.7656812667847 106.668014526367,10.7637777328492 106.664726257324,10.7630090713502]",,Ok,
10,9,"[106.672416687012,10.7648181915283 106.67024230957,10.7643051147462 106.669815063477,10.7661972045899 106.667587280273,10.7656812667847 106.667114257813,10.7677087783813 106.667694091797,10.7679977416993 106.67440032959,10.7676973342896 106.672416687012,10.7648181915283]",,Ok,
